74,Carbonated Water - Cherry,13.6240997314453,7,Medium,2018-04-26 19:34:18.9400000,Durable,False,26
75,Chef Hat 20cm,4.17999982833862,8,High,2017-09-14 19:11:01.6900000,Durable,Unknown,116
76,Wine - Fume Blanc Fetzer,65.6764984130859,6,Low,2017-02-08 00:20:28.8600000,Durable,False,95
77,Potatoes - Idaho 100 Count,11.4970998764038,9,Medium,2018-02-04 00:28:06.8400000,Durable,False,0
78,Wine - Magnotta - Belpaese,30.4202003479004,4,Medium,2017-09-18 14:49:41.4400000,Weak,Unknown,0
79,"Pasta - Penne, Rigate, Dry",9.50450038909912,11,High,2017-07-09 10:36:02.0500000,Weak,False,104
80,Wasabi Powder,93.9751968383789,2,High,2018-02-04 18:02:43.4900000,Weak,True,0
81,Cookies - Assorted,86.6483001708984,2,Medium,2017-02-08 16:40:40.1800000,Unknown,Unknown,0
82,Jolt Cola - Electric Blue,56.8098983764648,5,Low,2018-04-12 13:56:24.0500000,Unknown,Unknown,63
83,Lamb - Ground,50.8837013244629,1,High,2017-10-22 16:02:06.3700000,Durable,Unknown,116
84,Peas - Frozen,90.3019027709961,1,Medium,2017-08-25 17:19:07.7900000,Durable,False,0
85,Cheese - Parmesan Cubes,86.8856964111328,7,High,2017-11-06 00:50:41.5100000,Durable,Unknown,0
86,Longos - Grilled Chicken With,18.3791007995605,2,Low,2018-02-28 16:54:02.3100000,Weak,False,0
87,Wine - Pinot Noir Latour,3.7846999168396,7,Low,2017-04-02 02:46:20.8500000,Unknown,False,0
88,Remy Red,91.9960021972656,2,Low,2017-12-19 11:49:18.3700000,Durable,Unknown,0
89,"Beef - Ground, Extra Lean, Fresh",36.728099822998,3,Medium,2017-11-26 07:44:38.7700000,Weak,True,0
90,Flavouring - Orange,69.3199996948242,9,High,2018-04-30 21:22:41.5300000,Unknown,True,37
91,General Purpose Trigger,57.0429000854492,6,High,2017-05-02 14:04:16.4100000,Durable,True,97
92,"Wine - Red, Colio Cabernet",60.2160987854004,1,Low,2017-09-13 09:25:50.0000000,Weak,Unknown,0
93,Bandage - Fexible 1x3,8.11900043487549,8,Low,2017-06-20 15:29:47.9700000,Durable,False,11
94,V8 - Berry Blend,43.5108985900879,9,High,2018-03-15 03:09:35.7900000,Weak,Unknown,108
95,Beans - Kidney White,46.391300201416,1,High,2017-12-02 05:24:21.9900000,Unknown,Unknown,0
96,Cheese - Bocconcini,62.1992988586426,7,High,2017-07-07 05:12:14.0300000,Unknown,False,0
97,Veal - Inside,24.7798004150391,4,Medium,2017-08-14 20:39:19.3900000,Weak,True,0
98,Shrimp - 31/40,99.8755035400391,3,High,2017-01-07 20:56:58.8600000,Weak,False,0
99,Mustard - Seed,27.4874000549316,5,Low,2017-12-27 05:50:08.5700000,Weak,True,0
100,"Pork - Loin, Bone - In",69.6501007080078,9,Low,2018-03-27 14:26:44.8400000,Durable,Unknown,7
101,"Soup - Campbells, Lentil",83.0110015869141,4,Medium,2018-02-19 02:58:21.6100000,Durable,Unknown,99
102,"Rosemary - Primerba, Paste",62.2569999694824,4,High,2017-06-14 23:06:56.6600000,Unknown,False,0
103,Cream Of Tartar,72.7534027099609,7,Low,2017-02-22 07:26:22.4600000,Unknown,Unknown,0
104,Tia Maria,98.2471008300781,5,High,2018-01-04 20:59:30.0400000,Unknown,False,0
105,Ecolab - Mikroklene 4/4 L,68.8788986206055,1,Medium,2017-01-17 04:38:08.2200000,Durable,True,0
106,Pickerel - Fillets,18.7530002593994,7,High,2017-12-11 05:20:35.9100000,Weak,False,19
107,Bread - French Baquette,7.41510009765625,1,High,2017-02-10 11:45:43.3400000,Weak,False,0
108,Pasta - Orecchiette,79.0037994384766,1,High,2018-03-01 20:08:26.0100000,Weak,True,0
109,Muffin - Zero Transfat,49.3791007995605,1,Medium,2018-02-15 08:20:02.8200000,Durable,False,0
110,Black Currants,40.9416999816895,9,High,2018-01-26 08:00:13.1800000,Durable,Unknown,48
111,Scallops 60/80 Iqf,34.9061012268066,11,Medium,2018-01-13 17:45:18.7200000,Durable,Unknown,0
112,Browning Caramel Glace,81.7942962646484,10,High,2017-02-15 13:30:59.6400000,Weak,Unknown,0
113,Ocean Spray - Kiwi Strawberry,10.5964002609253,7,Low,2017-04-17 17:59:47.0800000,Unknown,False,106
114,Veal - Osso Bucco,79.5637969970703,8,High,2017-07-11 15:13:04.1400000,Weak,True,93
115,Ocean Spray - Ruby Red,45.0466003417969,11,Low,2017-08-22 02:01:28.2800000,Weak,False,0
116,Steam Pan - Half Size Deep,5.73600006103516,3,Low,2017-12-31 07:44:48.3700000,Weak,True,104
117,Ketchup - Tomato,68.6380004882813,11,High,2018-03-27 18:48:35.4600000,Weak,Unknown,0
118,Garbag Bags - Black,65.9670028686523,9,High,2018-05-02 18:40:50.1100000,Weak,Unknown,0
119,Soup Campbells - Italian Wedding,29.6371994018555,11,Medium,2018-02-06 15:52:36.4300000,Unknown,False,0
120,Water - Spring Water 500ml,2.73140001296997,2,Medium,2017-06-23 17:44:37.5600000,Durable,Unknown,94
121,Muffin Batt - Blueberry Passion,6.09759998321533,11,Low,2018-02-03 23:46:54.6800000,Durable,Unknown,0
122,Table Cloth 62x114 White,11.7845001220703,4,High,2018-02-19 06:40:17.8000000,Weak,False,0
123,Oil - Shortening - All - Purpose,48.1487007141113,4,Low,2018-02-15 19:59:11.3500000,Unknown,Unknown,0
124,Macaroons - Two Bite Choc,18.2891006469727,4,Low,2017-10-13 22:41:59.2600000,Unknown,True,81
125,"Nut - Chestnuts, Whole",6.14169979095459,9,Low,2017-01-07 01:17:55.4000000,Weak,False,0
126,Crackers - Trio,14.1913995742798,6,Low,2017-07-23 09:58:17.9800000,Unknown,Unknown,76
127,Island Oasis - Mango Daiquiri,54.141300201416,8,Medium,2017-04-25 21:47:41.3500000,Unknown,False,34
128,Coffee - Irish Cream,4.67969989776611,2,Medium,2017-07-12 15:43:44.6800000,Durable,Unknown,71
129,Chicken - Soup Base,67.2329025268555,7,High,2017-05-26 14:09:56.9400000,Durable,True,0
130,Beef Wellington,41.9808006286621,2,Low,2017-03-11 13:58:47.6500000,Unknown,False,0
131,Anchovy Paste - 56 G Tube,40.8967018127441,3,Medium,2017-11-03 03:41:09.4800000,Durable,False,0
132,Beer - Blue,11.6217002868652,6,High,2018-01-28 03:31:07.9700000,Weak,False,24
133,Beef - Top Sirloin - Aaa,2.93269991874695,11,Low,2018-01-30 08:59:32.8700000,Weak,Unknown,0
134,Wine - Toasted Head,39.8544998168945,2,High,2017-08-21 20:09:17.2200000,Weak,True,0
135,Wiberg Super Cure,10.9640998840332,10,Low,2018-04-25 15:04:21.8900000,Durable,False,61
136,Vol Au Vents,24.391300201416,10,Medium,2018-01-03 17:33:43.5300000,Weak,True,0
137,"Wine - White, Schroder And Schyl",84.0566024780273,10,Low,2018-02-19 06:30:01.5900000,Durable,False,0
138,"Rum - Coconut, Malibu",52.6366996765137,7,Low,2018-02-24 19:02:36.3300000,Durable,Unknown,0
139,Chicken - Wieners,21.4230003356934,1,High,2017-08-09 12:40:59.5700000,Weak,False,0
140,"Oregano - Dry, Rubbed",68.1325988769531,11,High,2018-04-04 19:30:05.6000000,Durable,Unknown,16
141,Tea - Herbal Sweet Dreams,10.96399974823,1,Low,2018-01-19 05:08:18.9700000,Durable,True,37
142,"Pork - Bacon, Double Smoked",24.7808990478516,6,Medium,2017-06-10 06:37:54.8400000,Weak,True,0
143,Watercress,42.6169013977051,1,Medium,2018-03-13 03:29:15.5600000,Unknown,True,0
144,"Placemat - Scallop, White",95.7864990234375,5,Medium,2018-03-09 23:44:25.6000000,Durable,False,0
145,Wine - Chardonnay South,34.4138984680176,9,Low,2017-04-18 03:37:22.8000000,Durable,Unknown,27
146,Bananas,75.2485961914063,7,High,2017-03-18 00:33:16.7600000,Durable,False,0
147,Cheese - Mozzarella,49.619701385498,5,High,2017-05-29 15:26:02.9100000,Unknown,False,0
148,Beer - Sleemans Cream Ale,28.5552997589111,11,Medium,2018-04-19 00:16:43.8300000,Durable,True,91
149,Zucchini - Yellow,98.4644012451172,10,High,2017-07-25 01:08:07.5000000,Weak,True,0
150,Langers - Ruby Red Grapfruit,40.655200958252,9,High,2018-04-10 21:39:33.6200000,Durable,False,0
151,"Mushrooms - Black, Dried",93.5613021850586,7,High,2017-08-19 10:23:38.5700000,Weak,True,0
152,"Lentils - Red, Dry",58.812801361084,7,Medium,2017-08-22 01:58:29.2900000,Unknown,Unknown,26
153,Arizona - Green Tea,70.2381973266602,4,Low,2017-04-10 05:04:22.4400000,Weak,False,0
154,Ice Cream Bar - Drumstick,24.7560005187988,4,Medium,2017-07-06 12:05:31.0100000,Weak,True,0
155,"Peas - Pigeon, Dry",63.5523986816406,9,High,2017-02-21 14:39:50.1500000,Weak,False,0
156,Sprouts - Alfalfa,71.2264022827148,1,High,2018-05-09 20:18:03.8200000,Durable,False,0
157,"Juice - Cranberry, 341 Ml",14.1082000732422,11,Medium,2017-09-06 03:07:45.3200000,Unknown,False,19
158,Apricots Fresh,54.464298248291,4,High,2017-09-18 08:44:23.2100000,Unknown,False,18
159,Eggplant - Asian,92.1053009033203,7,Medium,2017-12-29 19:41:34.6400000,Durable,True,0
160,Beef Ground Medium,54.6874008178711,7,Medium,2017-11-03 18:39:50.2400000,Weak,True,0
161,Longos - Chicken Wings,64.6118011474609,10,Low,2017-08-18 07:32:54.5500000,Weak,Unknown,0
162,Sauce - Demi Glace,2.73530006408691,11,Medium,2017-12-08 20:01:58.6600000,Weak,True,117
163,Tomatoes Tear Drop,11.7707996368408,6,Low,2017-10-07 05:58:29.0700000,Unknown,True,116
164,Loquat,7.39820003509521,11,Medium,2017-12-07 18:21:15.1600000,Unknown,False,0
165,Bread Crumbs - Japanese Style,0.0449000000953674,6,Low,2017-03-26 04:19:03.7000000,Unknown,False,0
166,Tray - 16in Rnd Blk,23.2842998504639,5,High,2018-04-25 14:14:10.7600000,Durable,False,0
167,Knife Plastic - White,78.8615036010742,11,Medium,2017-05-26 04:31:26.7700000,Durable,False,0
168,Milk - 2%,70.7418975830078,6,Medium,2018-01-03 21:50:29.8600000,Unknown,True,29
169,Water - Aquafina Vitamin,68.5996017456055,10,Medium,2017-07-26 00:08:42.2600000,Unknown,False,0
170,Initation Crab Meat,20.6553001403809,1,Medium,2017-12-26 08:27:44.7600000,Durable,False,0
171,Gloves - Goldtouch Disposable,21.6793994903564,5,High,2018-03-21 01:14:46.7900000,Durable,False,0
172,Sherry - Dry,16.0013008117676,5,High,2017-01-31 23:45:59.1300000,Durable,Unknown,72
173,Rosemary - Dry,44.5439987182617,8,Low,2017-09-24 05:59:50.5300000,Durable,False,0
174,Guinea Fowl,61.5046997070313,11,High,2018-03-13 20:22:30.8400000,Durable,True,0
175,Oil - Safflower,91.7675018310547,1,Low,2017-10-12 12:36:18.6000000,Weak,True,52
176,Smirnoff Green Apple Twist,81.3167037963867,6,High,2017-08-27 17:08:59.8400000,Durable,True,90
177,"Coconut - Shredded, Sweet",69.1677017211914,3,Medium,2018-04-18 03:11:02.2400000,Weak,True,0
178,Pernod,52.3623008728027,10,High,2018-04-17 20:14:45.7600000,Weak,True,0
179,Yoghurt Tubes,83.8751983642578,6,Low,2017-06-28 19:04:36.4500000,Durable,Unknown,26
180,Chocolate - Dark,30.8931999206543,3,Low,2018-03-01 00:44:38.6400000,Durable,True,27
181,Phyllo Dough,64.5718002319336,1,Medium,2017-02-24 18:32:15.0700000,Unknown,False,0
182,Campari,25.5860004425049,9,Low,2017-05-16 21:30:57.5300000,Weak,False,54
183,Spice - Peppercorn Melange,6.21540021896362,4,High,2018-04-27 14:35:37.1800000,Weak,False,0
184,Hersey Shakes,26.577600479126,9,Low,2017-06-24 16:30:23.3200000,Weak,True,0
185,Foam Dinner Plate,48.4194984436035,6,Low,2017-11-30 03:35:09.0800000,Weak,Unknown,40
186,Muffin Mix - Blueberry,82.0839004516602,8,Low,2017-03-15 01:42:40.1900000,Weak,False,0
187,"Pepper - Black, Whole",41.3834991455078,3,Medium,2017-10-20 22:26:45.5300000,Durable,False,31
188,Cup - Translucent 7 Oz Clear,78.1768035888672,8,High,2017-07-27 20:54:01.8600000,Durable,False,91
189,"Bread - Roll, Soft White Round",76.3021011352539,5,High,2017-07-01 05:29:27.0700000,Unknown,False,16
190,Cake - Cake Sheet Macaroon,39.7378005981445,9,Medium,2018-04-25 18:46:18.0700000,Durable,True,93
191,"Hickory Smoke, Liquid",10.2829999923706,10,High,2017-04-30 14:25:58.2100000,Weak,Unknown,0
192,"Wine - Magnotta, Merlot Sr Vqa",29.5923004150391,7,Medium,2017-06-03 21:45:38.3700000,Durable,Unknown,0
193,"Veal - Inside, Choice",60.5313987731934,11,Medium,2017-02-26 23:21:01.6900000,Unknown,False,19
194,Lettuce - Frisee,66.7357025146484,6,Medium,2018-02-12 18:01:09.3400000,Unknown,False,0
195,Beets - Mini Golden,3.52080011367798,2,Medium,2017-08-18 11:57:11.0400000,Durable,Unknown,70
196,Longos - Grilled Salmon With Bbq,8.22859954833984,1,High,2017-02-11 09:06:20.3000000,Unknown,Unknown,0
197,Mussels - Cultivated,13.0101003646851,1,Medium,2018-01-11 00:39:25.7800000,Unknown,True,0
198,Lime Cordial - Roses,35.2187004089355,1,Low,2017-04-06 09:08:00.3900000,Durable,False,60
199,Pork - Hock And Feet Attached,95.7415008544922,10,Medium,2017-12-15 19:25:21.8900000,Weak,Unknown,105
200,Garlic - Peeled,11.1295003890991,5,Medium,2017-05-02 13:23:12.0400000,Weak,False,0
201,Grenadine,96.3871002197266,8,Medium,2018-03-01 20:01:50.0000000,Weak,True,117
202,Bay Leaf,78.877799987793,11,Low,2017-10-02 17:35:33.0500000,Weak,True,0
203,"Chicken - Leg, Boneless",59.9556999206543,1,High,2017-09-25 00:08:01.5700000,Weak,Unknown,29
204,Scallop - St. Jaques,77.8089981079102,9,Medium,2017-12-06 16:40:22.7500000,Durable,True,5
205,"Turkey - Whole, Fresh",18.975700378418,5,High,2017-01-21 20:24:46.8300000,Weak,False,32
206,Cocoa Butter,77.5599975585938,3,Low,2017-07-19 10:37:39.4400000,Unknown,Unknown,0
207,Coffee - Hazelnut Cream,14.2687997817993,10,Medium,2018-04-06 19:58:38.7600000,Unknown,True,116
208,"Mushroom - Trumpet, Dry",8.73349952697754,5,Medium,2017-06-06 08:41:51.6000000,Weak,False,15
209,Sugar - Fine,32.9884986877441,3,Low,2018-01-31 23:29:12.4100000,Unknown,Unknown,0
210,"Cheese - Brie,danish",82.2358016967773,3,High,2017-11-03 21:30:50.3200000,Unknown,Unknown,0
211,Wine - Prosecco Valdobiaddene,2.05870008468628,9,Low,2017-01-22 17:07:01.5700000,Unknown,True,76
212,Curry Paste - Madras,61.7459983825684,2,High,2017-09-28 06:52:59.5700000,Weak,True,97
213,Pate - Cognac,70.5891036987305,10,High,2017-03-23 13:39:46.7500000,Weak,True,39
214,French Pastry - Mini Chocolate,61.212100982666,5,Low,2018-03-09 18:56:56.0000000,Durable,Unknown,0
215,"Veal - Brisket, Provimi,bnls",90.1156997680664,7,High,2017-09-10 00:07:35.1600000,Weak,Unknown,92
216,Scallops - 10/20,39.0256996154785,1,Low,2017-04-04 10:01:57.0200000,Unknown,Unknown,0
217,Bread - Multigrain,96.5199966430664,8,Medium,2017-12-21 05:26:21.4800000,Durable,True,0
218,Barramundi,85.1932983398438,8,High,2017-04-15 13:28:05.7400000,Weak,True,31
219,Assorted Desserts,58.9786987304688,5,Low,2017-01-08 14:46:06.0700000,Durable,False,0
220,Meldea Green Tea Liquor,17.9610004425049,10,Low,2017-01-12 02:36:23.5000000,Weak,False,0
221,Bread Crumbs - Panko,81.9008026123047,3,Low,2017-07-06 15:47:25.2200000,Unknown,False,0
222,"Sole - Dover, Whole, Fresh",0.684599995613098,3,High,2018-03-08 07:37:24.9100000,Unknown,False,0
223,Pail With Metal Handle 16l White,94.4399032592773,1,Medium,2017-07-06 16:21:02.7900000,Unknown,Unknown,0
224,Flour - Pastry,28.8617992401123,1,High,2017-08-09 05:22:24.1900000,Weak,False,0
225,Wine - Charddonnay Errazuriz,10.372200012207,3,Medium,2017-08-28 18:01:46.5500000,Weak,Unknown,0
226,"Chestnuts - Whole,canned",92.0871963500977,10,Medium,2017-10-18 03:29:08.4100000,Durable,True,0
227,Cheese - Taleggio D.o.p.,55.469898223877,5,Low,2018-04-14 00:24:57.4400000,Weak,False,0
228,Sauce - Hollandaise,77.8082962036133,3,High,2017-12-19 11:58:41.1900000,Durable,Unknown,93
229,Bread - Hot Dog Buns,57.9837989807129,9,Medium,2017-07-27 08:25:19.7900000,Weak,False,66
230,"Wine - Cahors Ac 2000, Clos",83.5389022827148,11,Medium,2017-09-01 03:29:58.2900000,Weak,False,75
231,Crush - Cream Soda,68.3066024780273,5,Medium,2017-12-24 16:29:34.0600000,Unknown,True,0
232,Quiche Assorted,33.9490013122559,3,Medium,2018-01-12 18:03:01.8400000,Weak,False,0
233,Duck - Breast,56.6208992004395,11,Low,2017-05-04 00:49:23.8600000,Durable,True,0
234,Tofu - Firm,72.7456970214844,1,Medium,2017-02-27 05:41:24.4100000,Weak,Unknown,0
235,Bread - English Muffin,34.5060997009277,6,High,2018-05-09 04:42:48.6500000,Durable,False,0
236,Tomato - Tricolor Cherry,85.6940002441406,1,Low,2017-10-02 00:56:42.0200000,Unknown,True,113
237,Mayonnaise - Individual Pkg,65.6303024291992,8,Low,2017-12-29 21:22:55.9600000,Weak,False,94
238,Garlic,28.4064998626709,6,Medium,2017-05-22 21:55:14.4300000,Durable,False,0
239,"Soup - Campbells, Cream Of",7.60190010070801,5,Medium,2017-06-03 20:05:36.4900000,Weak,True,0
240,Wine - Chablis 2003 Champs,70.8595962524414,4,Low,2017-05-14 16:57:29.6400000,Weak,False,0
241,Cheese - Cheddarsliced,67.8151016235352,9,Medium,2017-04-17 05:44:01.4300000,Unknown,Unknown,0
242,Thermometer Digital,32.6500015258789,9,Low,2017-05-17 13:44:53.9200000,Weak,False,11
243,Sun - Dried Tomatoes,45.1883010864258,6,Medium,2017-11-02 21:24:49.4600000,Weak,False,104
244,Beef - Rib Eye Aaa,94.0663986206055,2,Low,2018-01-04 07:58:36.7600000,Unknown,True,0
245,Grouper - Fresh,37.6791000366211,1,Medium,2018-04-04 01:39:16.4900000,Weak,Unknown,111
246,Ice Cream Bar - Hageen Daz To,48.5371017456055,9,Low,2017-12-10 07:32:58.6400000,Weak,False,96
247,Juice - Apple Cider,59.0032997131348,9,High,2017-03-14 08:05:51.6200000,Weak,False,58
248,Beef - Inside Round,99.3192977905273,7,Low,2017-04-29 04:24:05.7000000,Unknown,Unknown,0
249,Cookie Dough - Double,76.6201019287109,10,Medium,2017-06-05 17:53:34.1700000,Weak,True,0
250,"Soup - Campbells, Beef Barley",64.4951019287109,1,Low,2017-05-17 01:55:14.0200000,Durable,False,0
251,"Oranges - Navel, 72",11.7087001800537,5,Low,2017-07-01 03:39:58.8200000,Weak,True,7
252,Nantucket - Pomegranate Pear,27.8169002532959,4,Medium,2017-09-28 11:11:20.0300000,Weak,Unknown,83
253,Wanton Wrap,76.2399978637695,7,High,2017-03-29 18:21:54.3200000,Unknown,Unknown,0
254,"Soup - Canadian Pea, Dry Mix",77.780403137207,1,Low,2017-12-04 16:48:58.3900000,Weak,True,0
255,Kellogs All Bran Bars,29.2287006378174,3,Low,2018-03-05 21:35:46.8300000,Weak,False,0
256,Soup Knorr Chili With Beans,95.7024002075195,6,Medium,2018-05-03 12:24:25.1000000,Durable,Unknown,0
257,"Pasta - Detalini, White, Fresh",84.4380035400391,11,High,2017-03-30 01:14:30.2600000,Durable,Unknown,0
258,Tea - English Breakfast,31.093900680542,1,Low,2017-02-16 18:45:37.3700000,Weak,Unknown,0
259,Veal - Eye Of Round,67.4366989135742,7,High,2017-04-10 22:38:36.1900000,Unknown,True,71
